"r","Sd","ESS","sample_size","method","Period","avg_accuracy","avg_precision","avg_agreementindex","prop_agrementindex_over_60","avg_accuracy_agreementindex_over_60"
0.03,50,5,10,"OLE_resamp_caldate","Holocene",1,3975.90336559088,NA,NA,NA
0.03,50,5,10,"OLE_resamp_caldate","Pleistocene",1,5650.2125272874,NA,NA,NA
0.03,50,5,10,"OLE_resamp_norm","Holocene",1,4570.37052698036,NA,NA,NA
0.03,50,5,10,"OLE_resamp_norm","Pleistocene",1,6890.03134537872,NA,NA,NA
0.03,50,5,10,"OLE_resamp_unif","Holocene",1,4737.82559652607,NA,NA,NA
0.03,50,5,10,"OLE_resamp_unif","Pleistocene",1,6780.02624069777,NA,NA,NA
0.03,50,5,40,"OLE_medians","Holocene",0.950617283950617,2280.78566399247,NA,NA,NA
0.03,50,5,40,"OLE_medians","Pleistocene",0.985,3412.10840301316,NA,NA,NA
0.03,50,5,40,"OLE_resamp_caldate","Holocene",1,2558.40567629939,NA,NA,NA
0.03,50,5,40,"OLE_resamp_caldate","Pleistocene",1,4087.58123846146,NA,NA,NA
0.03,50,5,40,"OLE_resamp_norm","Holocene",1,3152.62214363679,NA,NA,NA
0.03,50,5,40,"OLE_resamp_norm","Pleistocene",1,5441.86745013729,NA,NA,NA
0.03,50,5,40,"OLE_resamp_unif","Holocene",1,2966.91378089193,NA,NA,NA
0.03,50,5,40,"OLE_resamp_unif","Pleistocene",1,4464.35303074043,NA,NA,NA
0.03,50,5,80,"OLE_medians","Holocene",0.967078189300412,2089.8361845316,NA,NA,NA
0.03,50,5,80,"OLE_medians","Pleistocene",0.985,2816.30539047568,NA,NA,NA
0.03,50,5,80,"OLE_resamp_caldate","Holocene",1,2233.69847080739,NA,NA,NA
0.03,50,5,80,"OLE_resamp_caldate","Pleistocene",1,3773.6823686868,NA,NA,NA
0.03,50,5,80,"OLE_resamp_norm","Holocene",1,2828.48490623486,NA,NA,NA
0.03,50,5,80,"OLE_resamp_norm","Pleistocene",1,5081.46967455543,NA,NA,NA
0.03,50,5,80,"OLE_resamp_unif","Holocene",1,2486.28030724461,NA,NA,NA
0.03,50,5,80,"OLE_resamp_unif","Pleistocene",1,3894.04944164128,NA,NA,NA
0.03,50,10,10,"CRIWM","Holocene",0.599,253.462,NA,NA,NA
0.03,50,10,10,"CRIWM","Pleistocene",0.819,476.902,NA,NA,NA
0.03,50,10,10,"OLE_medians","Holocene",0.902263374485597,2033.64911462106,NA,NA,NA
0.03,50,10,10,"OLE_medians","Pleistocene",0.925,2392.43959155073,NA,NA,NA
0.03,50,10,10,"OLE_resamp_caldate","Holocene",0.983539094650206,2172.46655260225,NA,NA,NA
0.03,50,10,10,"OLE_resamp_caldate","Pleistocene",0.993,2834.82338394977,NA,NA,NA
0.03,50,10,10,"OLE_resamp_norm","Holocene",0.994855967078189,2339.89214724656,NA,NA,NA
0.03,50,10,10,"OLE_resamp_norm","Pleistocene",0.999,3258.73819861893,NA,NA,NA
0.03,50,10,10,"OLE_resamp_unif","Holocene",0.996913580246914,2409.37449473254,NA,NA,NA
0.03,50,10,10,"OLE_resamp_unif","Pleistocene",0.999,3357.13993588838,NA,NA,NA
0.03,50,10,10,"oxcal_trap","Holocene",0.868504772004242,672.194591728526,98.2121102863203,1,0.868504772004242
0.03,50,10,10,"oxcal_trap","Pleistocene",0.855,866.698,91.16266,0.935,0.857754010695187
0.03,50,10,10,"oxcal_unif","Holocene",0.768893756845564,391.861993428258,96.5321467688938,1,0.768893756845564
0.03,50,10,10,"oxcal_unif","Pleistocene",0.774,581.36,92.86019,0.981,0.773700305810398
0.03,50,10,40,"OLE_medians","Holocene",0.891975308641975,962.341967575216,NA,NA,NA
0.03,50,10,40,"OLE_medians","Pleistocene",0.967,1452.45873078896,NA,NA,NA
0.03,50,10,40,"OLE_resamp_caldate","Holocene",0.997942386831276,1137.63840294575,NA,NA,NA
0.03,50,10,40,"OLE_resamp_caldate","Pleistocene",1,1791.60303929948,NA,NA,NA
0.03,50,10,40,"OLE_resamp_norm","Holocene",1,1402.9396277733,NA,NA,NA
0.03,50,10,40,"OLE_resamp_norm","Pleistocene",1,2359.7092477639,NA,NA,NA
0.03,50,10,40,"OLE_resamp_unif","Holocene",1,1366.07509351872,NA,NA,NA
0.03,50,10,40,"OLE_resamp_unif","Pleistocene",1,2033.70014463865,NA,NA,NA
0.03,50,10,80,"OLE_medians","Holocene",0.929012345679012,809.895223987831,NA,NA,NA
0.03,50,10,80,"OLE_medians","Pleistocene",0.981,1255.1064042806,NA,NA,NA
0.03,50,10,80,"OLE_resamp_caldate","Holocene",0.996913580246914,947.541620351201,NA,NA,NA
0.03,50,10,80,"OLE_resamp_caldate","Pleistocene",1,1597.1420411368,NA,NA,NA
0.03,50,10,80,"OLE_resamp_norm","Holocene",1,1228.58986001531,NA,NA,NA
0.03,50,10,80,"OLE_resamp_norm","Pleistocene",1,2153.32356152532,NA,NA,NA
0.03,50,10,80,"OLE_resamp_unif","Holocene",1,1109.47446067547,NA,NA,NA
0.03,50,10,80,"OLE_resamp_unif","Pleistocene",0.943,1698.71095122449,NA,NA,NA
0.03,50,40,40,"CRIWM","Holocene",0.875,215.089,NA,NA,NA
0.03,50,40,40,"CRIWM","Pleistocene",0.568,393.525,NA,NA,NA
0.03,50,40,40,"OLE_medians","Holocene",0.820987654320988,1289.48129794607,NA,NA,NA
0.03,50,40,40,"OLE_medians","Pleistocene",0.92,1630.26564652882,NA,NA,NA
0.03,50,40,40,"OLE_resamp_caldate","Holocene",0.969135802469136,1410.80107251267,NA,NA,NA
0.03,50,40,40,"OLE_resamp_caldate","Pleistocene",0.995,1936.07048586328,NA,NA,NA
0.03,50,40,40,"OLE_resamp_norm","Holocene",0.993827160493827,1563.67964215185,NA,NA,NA
0.03,50,40,40,"OLE_resamp_norm","Pleistocene",1,2287.12847755343,NA,NA,NA
0.03,50,40,40,"OLE_resamp_unif","Holocene",0.994855967078189,1596.38839209088,NA,NA,NA
0.03,50,40,40,"OLE_resamp_unif","Pleistocene",1,2278.38017646482,NA,NA,NA
0.03,50,40,40,"oxcal_trap","Holocene",0.992576882290562,333.401908801697,98.9951325556734,1,0.992576882290562
0.03,50,40,40,"oxcal_trap","Pleistocene",0.988,490.6135,92.96176,0.907,0.992282249173098
0.03,50,40,40,"oxcal_unif","Holocene",0.746448087431694,196.709836065574,94.2668306010929,0.997814207650273,0.745892661555312
0.03,50,40,40,"oxcal_unif","Pleistocene",0.839,344.958,87.51866,0.904,0.837389380530973
0.03,50,40,80,"OLE_medians","Holocene",0.897119341563786,804.273811089073,NA,NA,NA
0.03,50,40,80,"OLE_medians","Pleistocene",0.974,1133.21314387184,NA,NA,NA
0.03,50,40,80,"OLE_resamp_caldate","Holocene",0.990740740740741,922.563152114696,NA,NA,NA
0.03,50,40,80,"OLE_resamp_caldate","Pleistocene",0.999,1401.0664006365,NA,NA,NA
0.03,50,40,80,"OLE_resamp_norm","Holocene",1,1102.58096442566,NA,NA,NA
0.03,50,40,80,"OLE_resamp_norm","Pleistocene",1,1788.20965711255,NA,NA,NA
0.03,50,40,80,"OLE_resamp_unif","Holocene",1,1088.92879696464,NA,NA,NA
0.03,50,40,80,"OLE_resamp_unif","Pleistocene",1,1599.79636927803,NA,NA,NA
0.03,50,80,80,"CRIWM","Holocene",0.736,197.419,NA,NA,NA
0.03,50,80,80,"CRIWM","Pleistocene",0.255,364.036,NA,NA,NA
0.03,50,80,80,"OLE_medians","Holocene",0.866255144032922,1246.00951604682,NA,NA,NA
0.03,50,80,80,"OLE_medians","Pleistocene",0.948,1605.623321662,NA,NA,NA
0.03,50,80,80,"OLE_resamp_caldate","Holocene",0.980452674897119,1361.83801195768,NA,NA,NA
0.03,50,80,80,"OLE_resamp_caldate","Pleistocene",0.995,1901.42796385346,NA,NA,NA
0.03,50,80,80,"OLE_resamp_norm","Holocene",1,1524.25189007302,NA,NA,NA
0.03,50,80,80,"OLE_resamp_norm","Pleistocene",1,2261.53210484474,NA,NA,NA
0.03,50,80,80,"OLE_resamp_unif","Holocene",0.998971193415638,1539.81804103126,NA,NA,NA
0.03,50,80,80,"OLE_resamp_unif","Pleistocene",1,2211.5752549759,NA,NA,NA
0.03,50,80,80,"oxcal_trap","Holocene",0.985153764581124,233.185047720042,97.9322587486744,1,0.985153764581124
0.03,50,80,80,"oxcal_trap","Pleistocene",0.981,380.877,91.63101,0.908,0.983480176211454
0.03,50,80,80,"oxcal_unif","Holocene",0.572210065645514,139.853938730853,91.8660175054705,0.9945295404814,0.572057205720572
0.03,50,80,80,"oxcal_unif","Pleistocene",0.742,250.788,81.92489,0.837,0.72520908004779
0.06,20,5,10,"OLE_medians","Holocene",0.944444444444444,3163.55236683515,NA,NA,NA
0.06,20,5,10,"OLE_medians","Pleistocene",0.977,4649.95673798896,NA,NA,NA
0.06,20,5,10,"OLE_resamp_caldate","Holocene",0.998971193415638,3303.82868201815,NA,NA,NA
0.06,20,5,10,"OLE_resamp_caldate","Pleistocene",1,5528.99555745112,NA,NA,NA
0.06,20,5,10,"OLE_resamp_norm","Holocene",1,3662.05371705222,NA,NA,NA
0.06,20,5,10,"OLE_resamp_norm","Pleistocene",1,6523.62849084255,NA,NA,NA
0.06,20,5,10,"OLE_resamp_unif","Holocene",1,3788.40273634796,NA,NA,NA
0.06,20,5,10,"OLE_resamp_unif","Pleistocene",1,6532.03304983817,NA,NA,NA
0.06,20,5,40,"OLE_medians","Holocene",0.902263374485597,1883.58567525848,NA,NA,NA
0.06,20,5,40,"OLE_medians","Pleistocene",0.988,3264.93124245111,NA,NA,NA
0.06,20,5,40,"OLE_resamp_caldate","Holocene",1,1781.93942098618,NA,NA,NA
0.06,20,5,40,"OLE_resamp_caldate","Pleistocene",1,3813.87732064014,NA,NA,NA
0.06,20,5,40,"OLE_resamp_norm","Holocene",1,2142.78214537351,NA,NA,NA
0.06,20,5,40,"OLE_resamp_norm","Pleistocene",1,5120.32870902338,NA,NA,NA
0.06,20,5,40,"OLE_resamp_unif","Holocene",1,2071.15964652533,NA,NA,NA
0.06,20,5,40,"OLE_resamp_unif","Pleistocene",1,4202.52007596439,NA,NA,NA
0.06,20,5,80,"OLE_medians","Holocene",0.90843621399177,1829.2053889712,NA,NA,NA
0.06,20,5,80,"OLE_medians","Pleistocene",0.977,2688.1491435127,NA,NA,NA
0.06,20,5,80,"OLE_resamp_caldate","Holocene",1,1505.35643987631,NA,NA,NA
0.06,20,5,80,"OLE_resamp_caldate","Pleistocene",1,3512.67896221458,NA,NA,NA
0.06,20,5,80,"OLE_resamp_norm","Holocene",1,1867.08267282267,NA,NA,NA
0.06,20,5,80,"OLE_resamp_norm","Pleistocene",1,4725.24264069328,NA,NA,NA
0.06,20,5,80,"OLE_resamp_unif","Holocene",1,1665.63478834036,NA,NA,NA
0.06,20,5,80,"OLE_resamp_unif","Pleistocene",1,3568.23965253312,NA,NA,NA
0.06,20,10,10,"CRIWM","Holocene",0.448,164.814,NA,NA,NA
0.06,20,10,10,"CRIWM","Pleistocene",0.836,460.153,NA,NA,NA
0.06,20,10,10,"OLE_medians","Holocene",0.905349794238683,1916.85480022972,NA,NA,NA
0.06,20,10,10,"OLE_medians","Pleistocene",0.94,2404.49543961379,NA,NA,NA
0.06,20,10,10,"OLE_resamp_caldate","Holocene",0.958847736625514,2022.03753963894,NA,NA,NA
0.06,20,10,10,"OLE_resamp_caldate","Pleistocene",0.993,2803.97356531284,NA,NA,NA
0.06,20,10,10,"OLE_resamp_norm","Holocene",0.970164609053498,2105.12448410398,NA,NA,NA
0.06,20,10,10,"OLE_resamp_norm","Pleistocene",0.999,3166.24308471181,NA,NA,NA
0.06,20,10,10,"OLE_resamp_unif","Holocene",0.977366255144033,2150.92756379301,NA,NA,NA
0.06,20,10,10,"OLE_resamp_unif","Pleistocene",0.999,3270.77061915099,NA,NA,NA
0.06,20,10,10,"oxcal_trap","Holocene",0.830328738069989,602.827677624602,97.3337433722163,1,0.830328738069989
0.06,20,10,10,"oxcal_trap","Pleistocene",0.851,845.7285,92.57612,0.948,0.84915611814346
0.06,20,10,10,"oxcal_unif","Holocene",0.777899343544858,330.106673960613,96.6312910284464,1,0.777899343544858
0.06,20,10,10,"oxcal_unif","Pleistocene",0.794,559.4205,93.02078,0.981,0.793068297655454
0.06,20,10,40,"OLE_medians","Holocene",0.840534979423868,712.025045854541,NA,NA,NA
0.06,20,10,40,"OLE_medians","Pleistocene",0.977,1373.17192571494,NA,NA,NA
0.06,20,10,40,"OLE_resamp_caldate","Holocene",0.990740740740741,848.408126945863,NA,NA,NA
0.06,20,10,40,"OLE_resamp_caldate","Pleistocene",1,1685.96836708064,NA,NA,NA
0.06,20,10,40,"OLE_resamp_norm","Holocene",1,992.531053860756,NA,NA,NA
0.06,20,10,40,"OLE_resamp_norm","Pleistocene",1,2223.30887347244,NA,NA,NA
0.06,20,10,40,"OLE_resamp_unif","Holocene",1,995.10736398862,NA,NA,NA
0.06,20,10,40,"OLE_resamp_unif","Pleistocene",1,1923.21276420779,NA,NA,NA
0.06,20,10,80,"OLE_medians","Holocene",0.868312757201646,589.353220058186,NA,NA,NA
0.06,20,10,80,"OLE_medians","Pleistocene",0.988,1156.08116478553,NA,NA,NA
0.06,20,10,80,"OLE_resamp_caldate","Holocene",0.996913580246914,665.672703484808,NA,NA,NA
0.06,20,10,80,"OLE_resamp_caldate","Pleistocene",1,1480.90633295941,NA,NA,NA
0.06,20,10,80,"OLE_resamp_norm","Holocene",1,830.862200652379,NA,NA,NA
0.06,20,10,80,"OLE_resamp_norm","Pleistocene",1,2013.05311400415,NA,NA,NA
0.06,20,10,80,"OLE_resamp_unif","Holocene",1,772.860095024269,NA,NA,NA
0.06,20,10,80,"OLE_resamp_unif","Pleistocene",0.942,1573.81725675289,NA,NA,NA
0.06,20,40,40,"CRIWM","Holocene",0.754,139.356,NA,NA,NA
0.06,20,40,40,"CRIWM","Pleistocene",0.495,366.621,NA,NA,NA
0.06,20,40,40,"OLE_medians","Holocene",0.820987654320988,1201.79751872015,NA,NA,NA
0.06,20,40,40,"OLE_medians","Pleistocene",0.937,1613.10761435404,NA,NA,NA
0.06,20,40,40,"OLE_resamp_caldate","Holocene",0.950617283950617,1285.91109973185,NA,NA,NA
0.06,20,40,40,"OLE_resamp_caldate","Pleistocene",0.996,1894.12422197166,NA,NA,NA
0.06,20,40,40,"OLE_resamp_norm","Holocene",0.979423868312757,1359.069003657,NA,NA,NA
0.06,20,40,40,"OLE_resamp_norm","Pleistocene",1,2219.31775070041,NA,NA,NA
0.06,20,40,40,"OLE_resamp_unif","Holocene",0.975308641975309,1381.79535864393,NA,NA,NA
0.06,20,40,40,"OLE_resamp_unif","Pleistocene",1,2213.6567111704,NA,NA,NA
0.06,20,40,40,"oxcal_trap","Holocene",0.991516436903499,295.019088016967,95.4044962884412,1,0.991516436903499
0.06,20,40,40,"oxcal_trap","Pleistocene",0.967,480.7735,94.88628,0.92,0.969565217391304
0.06,20,40,40,"oxcal_unif","Holocene",0.813800657174151,156.261774370208,93.2954326396495,1,0.813800657174151
0.06,20,40,40,"oxcal_unif","Pleistocene",0.908,331.353,89.59695,0.92,0.91304347826087
0.06,20,40,80,"OLE_medians","Holocene",0.848765432098765,691.725805536056,NA,NA,NA
0.06,20,40,80,"OLE_medians","Pleistocene",0.992,1071.77468438529,NA,NA,NA
0.06,20,40,80,"OLE_resamp_caldate","Holocene",0.966049382716049,765.641057098607,NA,NA,NA
0.06,20,40,80,"OLE_resamp_caldate","Pleistocene",1,1325.23675293773,NA,NA,NA
0.06,20,40,80,"OLE_resamp_norm","Holocene",0.998971193415638,856.596855915833,NA,NA,NA
0.06,20,40,80,"OLE_resamp_norm","Pleistocene",1,1687.94331268265,NA,NA,NA
0.06,20,40,80,"OLE_resamp_unif","Holocene",0.992798353909465,857.591431550692,NA,NA,NA
0.06,20,40,80,"OLE_resamp_unif","Pleistocene",1,1521.45330135142,NA,NA,NA
0.06,20,80,80,"CRIWM","Holocene",0.721,126.215,NA,NA,NA
0.06,20,80,80,"CRIWM","Pleistocene",0.205,335.706,NA,NA,NA
0.06,20,80,80,"OLE_medians","Holocene",0.829218106995885,1174.29163190058,NA,NA,NA
0.06,20,80,80,"OLE_medians","Pleistocene",0.973,1576.23408421155,NA,NA,NA
0.06,20,80,80,"OLE_resamp_caldate","Holocene",0.953703703703704,1238.03682325606,NA,NA,NA
0.06,20,80,80,"OLE_resamp_caldate","Pleistocene",1,1849.5726751748,NA,NA,NA
0.06,20,80,80,"OLE_resamp_norm","Holocene",0.989711934156379,1315.83910627576,NA,NA,NA
0.06,20,80,80,"OLE_resamp_norm","Pleistocene",1,2184.20944872669,NA,NA,NA
0.06,20,80,80,"OLE_resamp_unif","Holocene",0.981481481481482,1329.28240929848,NA,NA,NA
0.06,20,80,80,"OLE_resamp_unif","Pleistocene",1,2138.26210399597,NA,NA,NA
0.06,20,80,80,"oxcal_trap","Holocene",0.989395546129374,192.391304347826,93.3101696712619,1,0.989395546129374
0.06,20,80,80,"oxcal_trap","Pleistocene",0.977,364.4195,93.50801,0.91,0.979120879120879
0.06,20,80,80,"oxcal_unif","Holocene",0.735807860262009,109.0403930131,90.2132205240175,1,0.735807860262009
0.06,20,80,80,"oxcal_unif","Pleistocene",0.865,238.4345,84.80537,0.861,0.868757259001161
0.06,50,5,10,"OLE_medians","Holocene",0.955715756951596,3459.16704676044,NA,NA,NA
0.06,50,5,10,"OLE_medians","Pleistocene",0.968,4449.72562603704,NA,NA,NA
0.06,50,5,10,"OLE_resamp_caldate","Holocene",1,3786.88908007011,NA,NA,NA
0.06,50,5,10,"OLE_resamp_caldate","Pleistocene",1,5524.16515685906,NA,NA,NA
0.06,50,5,10,"OLE_resamp_norm","Holocene",1,4314.5179659302,NA,NA,NA
0.06,50,5,10,"OLE_resamp_norm","Pleistocene",1,6713.92165814643,NA,NA,NA
0.06,50,5,10,"OLE_resamp_unif","Holocene",1,4474.77667930614,NA,NA,NA
0.06,50,5,10,"OLE_resamp_unif","Pleistocene",1,6642.26482707625,NA,NA,NA
0.06,50,5,40,"OLE_medians","Holocene",0.963954685890834,2203.09839572591,NA,NA,NA
0.06,50,5,40,"OLE_medians","Pleistocene",0.986,3415.98820213622,NA,NA,NA
0.06,50,5,40,"OLE_resamp_caldate","Holocene",1,2421.68311125826,NA,NA,NA
0.06,50,5,40,"OLE_resamp_caldate","Pleistocene",1,4129.228215636,NA,NA,NA
0.06,50,5,40,"OLE_resamp_norm","Holocene",1,3050.30928253864,NA,NA,NA
0.06,50,5,40,"OLE_resamp_norm","Pleistocene",1,5384.0056242373,NA,NA,NA
0.06,50,5,40,"OLE_resamp_unif","Holocene",1,2825.72842035529,NA,NA,NA
0.06,50,5,40,"OLE_resamp_unif","Pleistocene",1,4329.92551717868,NA,NA,NA
0.06,50,5,80,"OLE_medians","Holocene",0.979402677651905,2114.85144575232,NA,NA,NA
0.06,50,5,80,"OLE_medians","Pleistocene",0.982,2746.77282662176,NA,NA,NA
0.06,50,5,80,"OLE_resamp_caldate","Holocene",1,2208.64069314321,NA,NA,NA
0.06,50,5,80,"OLE_resamp_caldate","Pleistocene",1,3644.68786094748,NA,NA,NA
0.06,50,5,80,"OLE_resamp_norm","Holocene",1,2836.66464368454,NA,NA,NA
0.06,50,5,80,"OLE_resamp_norm","Pleistocene",1,5013.48543904654,NA,NA,NA
0.06,50,5,80,"OLE_resamp_unif","Holocene",1,2458.75641515934,NA,NA,NA
0.06,50,5,80,"OLE_resamp_unif","Pleistocene",1,3785.69123921795,NA,NA,NA
0.06,50,10,10,"CRIWM","Holocene",0.667,252.047,NA,NA,NA
0.06,50,10,10,"CRIWM","Pleistocene",0.824,478.485,NA,NA,NA
0.06,50,10,10,"OLE_medians","Holocene",0.915550978372812,1981.92163110735,NA,NA,NA
0.06,50,10,10,"OLE_medians","Pleistocene",0.931,2403.65809207464,NA,NA,NA
0.06,50,10,10,"OLE_resamp_caldate","Holocene",0.984552008238929,2141.5842391591,NA,NA,NA
0.06,50,10,10,"OLE_resamp_caldate","Pleistocene",0.996,2821.12927190912,NA,NA,NA
0.06,50,10,10,"OLE_resamp_norm","Holocene",0.993820803295572,2309.41498583183,NA,NA,NA
0.06,50,10,10,"OLE_resamp_norm","Pleistocene",1,3255.19535553817,NA,NA,NA
0.06,50,10,10,"OLE_resamp_unif","Holocene",0.994850669412976,2385.54391583767,NA,NA,NA
0.06,50,10,10,"OLE_resamp_unif","Pleistocene",1,3363.35187241444,NA,NA,NA
0.06,50,10,10,"oxcal_trap","Holocene",0.836691410392365,663.643160127253,98.2362884411453,1,0.836691410392365
0.06,50,10,10,"oxcal_trap","Pleistocene",0.854,869.118,90.99525,0.919,0.852013057671382
0.06,50,10,10,"oxcal_unif","Holocene",0.824235807860262,407.401746724891,96.6868231441048,1,0.824235807860262
0.06,50,10,10,"oxcal_unif","Pleistocene",0.791,586.1075,92.67152,0.981,0.790010193679918
0.06,50,10,40,"OLE_medians","Holocene",0.91967044284243,905.577955959955,NA,NA,NA
0.06,50,10,40,"OLE_medians","Pleistocene",0.982,1461.01595239184,NA,NA,NA
0.06,50,10,40,"OLE_resamp_caldate","Holocene",1,1087.02326106053,NA,NA,NA
0.06,50,10,40,"OLE_resamp_caldate","Pleistocene",1,1797.47050507204,NA,NA,NA
0.06,50,10,40,"OLE_resamp_norm","Holocene",1,1368.7417041236,NA,NA,NA
0.06,50,10,40,"OLE_resamp_norm","Pleistocene",1,2331.7948150893,NA,NA,NA
0.06,50,10,40,"OLE_resamp_unif","Holocene",1,1327.41385406472,NA,NA,NA
0.06,50,10,40,"OLE_resamp_unif","Pleistocene",1,1991.91161620784,NA,NA,NA
0.06,50,10,80,"OLE_medians","Holocene",0.946446961894954,812.086806987869,NA,NA,NA
0.06,50,10,80,"OLE_medians","Pleistocene",0.985,1258.9423968095,NA,NA,NA
0.06,50,10,80,"OLE_resamp_caldate","Holocene",1,934.275843575966,NA,NA,NA
0.06,50,10,80,"OLE_resamp_caldate","Pleistocene",1,1562.4149518485,NA,NA,NA
0.06,50,10,80,"OLE_resamp_norm","Holocene",1,1220.17486650395,NA,NA,NA
0.06,50,10,80,"OLE_resamp_norm","Pleistocene",1,2137.60149613352,NA,NA,NA
0.06,50,10,80,"OLE_resamp_unif","Holocene",1,1091.39063244849,NA,NA,NA
0.06,50,10,80,"OLE_resamp_unif","Pleistocene",0.927,1677.43051154463,NA,NA,NA
0.06,50,40,40,"CRIWM","Holocene",0.84,212.304,NA,NA,NA
0.06,50,40,40,"CRIWM","Pleistocene",0.49,392.844,NA,NA,NA
0.06,50,40,40,"OLE_medians","Holocene",0.866117404737384,1294.85430228321,NA,NA,NA
0.06,50,40,40,"OLE_medians","Pleistocene",0.935,1654.92389297798,NA,NA,NA
0.06,50,40,40,"OLE_resamp_caldate","Holocene",0.982492276004119,1417.26369533432,NA,NA,NA
0.06,50,40,40,"OLE_resamp_caldate","Pleistocene",0.998,1957.98624804498,NA,NA,NA
0.06,50,40,40,"OLE_resamp_norm","Holocene",0.997940267765191,1576.22332615704,NA,NA,NA
0.06,50,40,40,"OLE_resamp_norm","Pleistocene",1,2300.14641644142,NA,NA,NA
0.06,50,40,40,"OLE_resamp_unif","Holocene",0.996910401647786,1609.18541825877,NA,NA,NA
0.06,50,40,40,"OLE_resamp_unif","Pleistocene",1,2288.68729562728,NA,NA,NA
0.06,50,40,40,"oxcal_trap","Holocene",0.980911983032874,335.432661717922,98.9456097560976,1,0.980911983032874
0.06,50,40,40,"oxcal_trap","Pleistocene",0.982,499.477,93.27173,0.91,0.981318681318681
0.06,50,40,40,"oxcal_unif","Holocene",0.872946330777656,199.217415115005,94.6599561883899,0.998904709748083,0.87390350877193
0.06,50,40,40,"oxcal_unif","Pleistocene",0.878,347.9015,88.0469,0.903,0.874861572535991
0.06,50,40,80,"OLE_medians","Holocene",0.925849639546859,793.414376673509,NA,NA,NA
0.06,50,40,80,"OLE_medians","Pleistocene",0.988,1133.54181820332,NA,NA,NA
0.06,50,40,80,"OLE_resamp_caldate","Holocene",0.998970133882595,911.289827309357,NA,NA,NA
0.06,50,40,80,"OLE_resamp_caldate","Pleistocene",1,1397.6770223073,NA,NA,NA
0.06,50,40,80,"OLE_resamp_norm","Holocene",1,1093.92929846794,NA,NA,NA
0.06,50,40,80,"OLE_resamp_norm","Pleistocene",1,1791.27124104173,NA,NA,NA
0.06,50,40,80,"OLE_resamp_unif","Holocene",1,1080.63197928925,NA,NA,NA
0.06,50,40,80,"OLE_resamp_unif","Pleistocene",1,1608.3468002627,NA,NA,NA
0.06,50,80,80,"CRIWM","Holocene",0.561,194.036,NA,NA,NA
0.06,50,80,80,"CRIWM","Pleistocene",0.157,359.79,NA,NA,NA
0.06,50,80,80,"OLE_medians","Holocene",0.918640576725026,1260.30147319274,NA,NA,NA
0.06,50,80,80,"OLE_medians","Pleistocene",0.979,1625.59974229378,NA,NA,NA
0.06,50,80,80,"OLE_resamp_caldate","Holocene",0.993820803295572,1376.22748507218,NA,NA,NA
0.06,50,80,80,"OLE_resamp_caldate","Pleistocene",1,1920.21706422716,NA,NA,NA
0.06,50,80,80,"OLE_resamp_norm","Holocene",1,1541.08449829672,NA,NA,NA
0.06,50,80,80,"OLE_resamp_norm","Pleistocene",1,2283.80813345684,NA,NA,NA
0.06,50,80,80,"OLE_resamp_unif","Holocene",1,1555.8575778359,NA,NA,NA
0.06,50,80,80,"OLE_resamp_unif","Pleistocene",1,2235.35770794795,NA,NA,NA
0.06,50,80,80,"oxcal_trap","Holocene",0.991507430997877,231.259023354565,98.1358704883227,1,0.991507430997877
0.06,50,80,80,"oxcal_trap","Pleistocene",0.959,382.499,93.56187,0.914,0.961706783369803
0.06,50,80,80,"oxcal_unif","Holocene",0.802401746724891,141.53056768559,92.0876855895197,0.995633187772926,0.802631578947368
0.06,50,80,80,"oxcal_unif","Pleistocene",0.884,254.016,84.69607,0.86,0.877906976744186
